#SampleID	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__Chloroflexi;c__TK10	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Gemmatimonadota;c__AKAU4049	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia	d__Bacteria;p__NB1-j;c__NB1-j	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__Patescibacteria;c__Parcubacteria	d__Bacteria;p__Chloroflexi;c__OLB14	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Planctomycetota;c__Pla4_lineage	d__Bacteria;p__Acidobacteriota;c__Subgroup_11	d__Bacteria;p__Acidobacteriota;c__Subgroup_22	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia	d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia	d__Bacteria;p__Patescibacteria;c__Gracilibacteria	d__Bacteria;p__MBNT15;c__MBNT15	d__Bacteria;p__Spirochaetota;c__Leptospirae	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Planctomycetota;c__OM190	d__Bacteria;p__Acidobacteriota;c__Subgroup_21	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia	d__Bacteria;p__Patescibacteria;c__uncultured	d__Bacteria;p__Bacteroidota;c__Rhodothermia	d__Bacteria;p__Latescibacterota;c__Latescibacteria	d__Bacteria;p__Chloroflexi;c__P2-11E	d__Bacteria;p__FCPU426;c__FCPU426	d__Bacteria;p__Firmicutes;c__Symbiobacteriia	d__Bacteria;p__Acidobacteriota;c__Subgroup_18	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia	d__Bacteria;p__WS2;c__WS2	d__Bacteria;p__Spirochaetota;c__Spirochaetia	d__Bacteria;p__Patescibacteria;c__Microgenomatia	d__Bacteria;p__Deinococcota;c__Deinococci	d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66	d__Bacteria;p__Rs-K70_termite_group;c__Rs-K70_termite_group	d__Bacteria;p__WPS-2;c__WPS-2	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Patescibacteria;c__WWE3	d__Bacteria;p__Planctomycetota;c__Pla3_lineage	d__Bacteria;p__Patescibacteria;c__Dojkabacteria	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__Acidobacteriota;c__Subgroup_20	d__Bacteria;p__Firmicutes;c__Negativicutes	d__Bacteria;p__RCP2-54;c__RCP2-54
SRR6764587	2224.0	3206.0	3103.0	2965.0	1217.0	0.0	1157.0	584.0	449.0	478.0	35.0	374.0	129.0	1232.0	301.0	0.0	1702.0	158.0	1333.0	75.0	169.0	16.0	539.0	0.0	76.0	236.0	383.0	0.0	1005.0	338.0	25.0	8.0	0.0	0.0	53.0	195.0	10.0	24.0	101.0	0.0	69.0	137.0	0.0	0.0	0.0	42.0	53.0	83.0	14.0	51.0	122.0	0.0	0.0	0.0	66.0	68.0	0.0	42.0	41.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764588	2082.0	1957.0	2065.0	3058.0	801.0	0.0	702.0	376.0	246.0	555.0	41.0	214.0	58.0	959.0	380.0	55.0	1978.0	72.0	669.0	60.0	184.0	0.0	231.0	0.0	28.0	113.0	273.0	0.0	723.0	200.0	0.0	111.0	0.0	0.0	0.0	36.0	0.0	117.0	97.0	0.0	0.0	86.0	0.0	0.0	0.0	76.0	0.0	34.0	0.0	27.0	0.0	4.0	19.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764590	0.0	1564.0	2588.0	3876.0	254.0	0.0	0.0	0.0	0.0	0.0	309.0	38.0	0.0	318.0	0.0	0.0	78.0	0.0	1046.0	20.0	0.0	0.0	345.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764591	0.0	2284.0	3202.0	4380.0	789.0	0.0	111.0	0.0	0.0	0.0	708.0	83.0	0.0	253.0	33.0	0.0	440.0	0.0	1093.0	40.0	0.0	0.0	468.0	0.0	0.0	0.0	0.0	22.0	10.0	0.0	0.0	269.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764593	315.0	1794.0	2346.0	3753.0	856.0	0.0	207.0	0.0	0.0	72.0	598.0	23.0	0.0	265.0	103.0	0.0	644.0	0.0	678.0	60.0	34.0	0.0	107.0	0.0	0.0	0.0	46.0	0.0	73.0	0.0	114.0	45.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	20.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764594	49.0	2692.0	4207.0	4109.0	688.0	0.0	35.0	0.0	65.0	0.0	257.0	41.0	0.0	265.0	0.0	0.0	307.0	34.0	1442.0	47.0	30.0	0.0	678.0	0.0	0.0	29.0	0.0	0.0	24.0	0.0	37.0	160.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764596	349.0	2236.0	3139.0	3877.0	1223.0	0.0	0.0	28.0	52.0	91.0	447.0	121.0	32.0	176.0	87.0	0.0	962.0	8.0	1269.0	0.0	114.0	0.0	752.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	236.0	109.0	0.0	0.0	0.0	0.0	0.0	124.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	192.0	5.0	23.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764597	647.0	1974.0	3359.0	4064.0	1039.0	0.0	347.0	30.0	58.0	89.0	579.0	185.0	0.0	221.0	100.0	0.0	770.0	19.0	768.0	91.0	89.0	0.0	737.0	0.0	26.0	0.0	50.0	0.0	197.0	115.0	145.0	85.0	0.0	0.0	41.0	13.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	244.0	0.0	28.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764598	113.0	1989.0	2327.0	3950.0	743.0	0.0	0.0	0.0	37.0	0.0	479.0	104.0	0.0	537.0	78.0	0.0	517.0	27.0	1404.0	45.0	23.0	0.0	424.0	0.0	0.0	0.0	0.0	37.0	80.0	69.0	19.0	91.0	0.0	0.0	53.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764599	393.0	2840.0	3312.0	4506.0	816.0	0.0	344.0	36.0	212.0	173.0	580.0	205.0	66.0	963.0	158.0	0.0	665.0	99.0	1687.0	0.0	0.0	0.0	443.0	0.0	49.0	0.0	0.0	34.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764600	1015.0	4219.0	4267.0	3679.0	894.0	0.0	339.0	12.0	160.0	123.0	765.0	39.0	0.0	458.0	143.0	89.0	811.0	30.0	1459.0	104.0	98.0	10.0	566.0	0.0	4.0	0.0	43.0	57.0	461.0	229.0	101.0	142.0	0.0	0.0	146.0	0.0	0.0	15.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	155.0	26.0	50.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764601	1080.0	3158.0	3448.0	3190.0	879.0	0.0	182.0	0.0	52.0	110.0	533.0	0.0	0.0	240.0	133.0	83.0	803.0	39.0	882.0	90.0	142.0	0.0	364.0	0.0	40.0	0.0	47.0	149.0	337.0	144.0	128.0	71.0	0.0	23.0	104.0	21.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	17.0	100.0	0.0	19.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764602	1260.0	2972.0	3661.0	4804.0	1421.0	0.0	277.0	124.0	208.0	160.0	394.0	162.0	0.0	463.0	155.0	0.0	1123.0	52.0	1052.0	128.0	255.0	0.0	876.0	0.0	20.0	165.0	0.0	151.0	377.0	232.0	113.0	116.0	0.0	30.0	78.0	42.0	0.0	79.0	188.0	0.0	37.0	0.0	0.0	0.0	6.0	40.0	121.0	53.0	0.0	0.0	8.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764603	1469.0	3165.0	4268.0	4972.0	1635.0	0.0	399.0	68.0	99.0	117.0	593.0	180.0	0.0	246.0	103.0	7.0	930.0	0.0	1238.0	72.0	191.0	0.0	971.0	0.0	15.0	84.0	67.0	115.0	238.0	154.0	55.0	134.0	0.0	0.0	0.0	0.0	0.0	30.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	183.0	31.0	57.0	0.0	0.0	10.0	0.0	157.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764604	96.0	2260.0	3081.0	5112.0	733.0	0.0	70.0	133.0	137.0	0.0	987.0	21.0	0.0	121.0	16.0	0.0	164.0	24.0	1554.0	0.0	31.0	0.0	908.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	215.0	0.0	0.0	21.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	135.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764605	132.0	1839.0	3476.0	3980.0	434.0	0.0	17.0	77.0	59.0	0.0	687.0	0.0	22.0	43.0	0.0	0.0	107.0	22.0	1878.0	0.0	23.0	0.0	1002.0	0.0	0.0	0.0	0.0	13.0	11.0	0.0	0.0	209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	35.0	34.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764606	0.0	1701.0	1740.0	2924.0	358.0	0.0	123.0	31.0	65.0	0.0	1131.0	52.0	63.0	132.0	40.0	0.0	552.0	15.0	1212.0	0.0	18.0	56.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764607	220.0	2317.0	2638.0	4545.0	825.0	0.0	132.0	34.0	122.0	59.0	705.0	120.0	0.0	365.0	191.0	0.0	842.0	57.0	1865.0	56.0	22.0	0.0	452.0	0.0	13.0	0.0	0.0	60.0	52.0	0.0	27.0	106.0	0.0	0.0	30.0	19.0	0.0	100.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764608	729.0	2822.0	3072.0	5248.0	670.0	0.0	742.0	80.0	158.0	127.0	716.0	84.0	0.0	761.0	223.0	65.0	1235.0	107.0	3194.0	0.0	123.0	0.0	100.0	0.0	23.0	140.0	117.0	113.0	370.0	0.0	67.0	0.0	0.0	0.0	59.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
SRR6764609	161.0	2190.0	2483.0	4080.0	526.0	0.0	232.0	0.0	21.0	0.0	239.0	0.0	0.0	446.0	0.0	0.0	529.0	128.0	1959.0	0.0	50.0	0.0	50.0	0.0	0.0	0.0	0.0	92.0	38.0	40.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764610	132.0	1978.0	2076.0	4086.0	667.0	0.0	371.0	0.0	55.0	0.0	617.0	136.0	32.0	298.0	101.0	46.0	786.0	19.0	1168.0	38.0	87.0	32.0	626.0	0.0	126.0	28.0	51.0	0.0	150.0	62.0	190.0	119.0	0.0	0.0	0.0	0.0	0.0	52.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764611	50.0	1886.0	2749.0	4506.0	724.0	0.0	317.0	0.0	63.0	88.0	492.0	104.0	0.0	369.0	144.0	0.0	803.0	42.0	1054.0	51.0	73.0	12.0	432.0	0.0	0.0	0.0	35.0	0.0	88.0	54.0	140.0	136.0	0.0	0.0	29.0	0.0	0.0	55.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	16.0	0.0	0.0	0.0	4.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764612	1284.0	1656.0	1812.0	2005.0	679.0	48.0	517.0	442.0	65.0	374.0	137.0	201.0	62.0	364.0	200.0	21.0	1608.0	23.0	459.0	120.0	88.0	448.0	175.0	0.0	33.0	246.0	182.0	95.0	623.0	129.0	0.0	40.0	0.0	174.0	0.0	34.0	37.0	66.0	89.0	7.0	44.0	122.0	0.0	0.0	16.0	0.0	11.0	25.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	24.0	50.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764613	1462.0	1486.0	1949.0	2047.0	1019.0	77.0	455.0	248.0	105.0	329.0	176.0	167.0	81.0	583.0	233.0	25.0	1741.0	38.0	745.0	81.0	63.0	429.0	122.0	0.0	0.0	182.0	269.0	99.0	467.0	213.0	0.0	0.0	0.0	45.0	0.0	15.0	29.0	20.0	86.0	8.0	23.0	120.0	0.0	0.0	0.0	0.0	15.0	28.0	0.0	40.0	12.0	0.0	69.0	0.0	0.0	0.0	19.0	51.0	8.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764614	387.0	2048.0	2400.0	4476.0	665.0	0.0	507.0	12.0	127.0	102.0	513.0	27.0	22.0	420.0	157.0	0.0	1141.0	46.0	1667.0	0.0	67.0	7.0	303.0	0.0	75.0	0.0	0.0	0.0	233.0	0.0	0.0	192.0	0.0	0.0	0.0	0.0	0.0	118.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	15.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	12.0	11.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764615	698.0	4361.0	4551.0	6696.0	1114.0	0.0	456.0	305.0	580.0	158.0	969.0	212.0	276.0	680.0	290.0	0.0	1221.0	204.0	3315.0	0.0	191.0	39.0	669.0	0.0	222.0	137.0	0.0	317.0	289.0	207.0	112.0	295.0	0.0	0.0	78.0	50.0	0.0	119.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	163.0	38.0	24.0	0.0	0.0	37.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	80.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764616	1331.0	3445.0	2912.0	3044.0	1213.0	0.0	402.0	101.0	531.0	255.0	324.0	323.0	206.0	680.0	244.0	111.0	1156.0	211.0	825.0	0.0	72.0	0.0	552.0	0.0	37.0	0.0	208.0	70.0	404.0	261.0	129.0	51.0	0.0	0.0	79.0	45.0	23.0	11.0	154.0	0.0	0.0	44.0	0.0	41.0	0.0	119.0	14.0	41.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	25.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764617	963.0	2979.0	4285.0	4955.0	1963.0	0.0	258.0	68.0	82.0	163.0	616.0	192.0	0.0	295.0	208.0	85.0	726.0	33.0	881.0	155.0	167.0	0.0	400.0	0.0	14.0	57.0	71.0	196.0	476.0	182.0	112.0	149.0	0.0	30.0	64.0	14.0	0.0	19.0	193.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	22.0	54.0	0.0	17.0	24.0	0.0	62.0	0.0	0.0	0.0	5.0	0.0	73.0	0.0	21.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
