#SampleID	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	d__Bacteria;p__Latescibacterota;c__Latescibacterota	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae	d__Bacteria;p__Chloroflexi;c__Anaerolineae	d__Bacteria;p__Chloroflexi;c__Chloroflexia	d__Bacteria;p__Myxococcota;c__bacteriap25	d__Bacteria;p__Patescibacteria;c__Saccharimonadia	d__Bacteria;p__Myxococcota;c__Myxococcia	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia	d__Bacteria;p__Firmicutes;c__Bacilli	d__Bacteria;p__Nitrospirota;c__Nitrospiria	d__Bacteria;p__Chloroflexi;c__TK10	d__Bacteria;p__Acidobacteriota;c__Blastocatellia	d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	d__Bacteria;p__Actinobacteriota;c__Actinobacteria	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia	d__Bacteria;p__Bacteroidota;c__Kapabacteria	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia	d__Bacteria;p__Myxococcota;c__Polyangia	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia	d__Bacteria;p__Planctomycetota;c__Phycisphaerae	d__Bacteria;p__Acidobacteriota;c__Holophagae	d__Bacteria;p__Gemmatimonadota;c__S0134_terrestrial_group	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	d__Bacteria;p__Chloroflexi;c__KD4-96	d__Bacteria;p__Gemmatimonadota;c__Longimicrobia	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia	d__Bacteria;p__Actinobacteriota;c__MB-A2-108	d__Bacteria;p__Acidobacteriota;c__Subgroup_5	d__Bacteria;p__Chloroflexi;c__Gitt-GS-136	d__Bacteria;p__Entotheonellaeota;c__Entotheonellia	d__Bacteria;p__Gemmatimonadota;c__AKAU4049	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia	d__Bacteria;p__Desulfobacterota;c__uncultured	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia	d__Bacteria;p__NB1-j;c__NB1-j	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria	d__Bacteria;p__Patescibacteria;c__Berkelbacteria	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria	d__Bacteria;p__Patescibacteria;c__Parcubacteria	d__Bacteria;p__Chloroflexi;c__OLB14	d__Bacteria;p__Firmicutes;c__Clostridia	d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group	d__Bacteria;p__Planctomycetota;c__Planctomycetes	d__Bacteria;p__Dependentiae;c__Babeliae	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia	d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B)	d__Bacteria;p__Acidobacteriota;c__Subgroup_25	d__Bacteria;p__Planctomycetota;c__Pla4_lineage	d__Bacteria;p__Acidobacteriota;c__Subgroup_11	d__Bacteria;p__Acidobacteriota;c__Subgroup_22	d__Bacteria;p__Cyanobacteria;c__Sericytochromatia	d__Bacteria;p__Abditibacteriota;c__Abditibacteria	d__Bacteria;p__Sumerlaeota;c__Sumerlaeia	d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia	d__Bacteria;p__Patescibacteria;c__Gracilibacteria	d__Bacteria;p__MBNT15;c__MBNT15	d__Bacteria;p__Spirochaetota;c__Leptospirae	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIa	d__Bacteria;p__Planctomycetota;c__OM190	d__Bacteria;p__Acidobacteriota;c__Subgroup_21	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia	d__Bacteria;p__Patescibacteria;c__uncultured	d__Bacteria;p__Bacteroidota;c__Rhodothermia	d__Bacteria;p__Latescibacterota;c__Latescibacteria	d__Bacteria;p__Chloroflexi;c__P2-11E	d__Bacteria;p__FCPU426;c__FCPU426	d__Bacteria;p__Firmicutes;c__Symbiobacteriia	d__Bacteria;p__Acidobacteriota;c__Subgroup_18	d__Bacteria;p__Elusimicrobiota;c__Endomicrobia	d__Bacteria;p__WS2;c__WS2	d__Bacteria;p__Spirochaetota;c__Spirochaetia	d__Bacteria;p__Patescibacteria;c__Microgenomatia	d__Bacteria;p__Deinococcota;c__Deinococci	d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia	d__Bacteria;p__Chloroflexi;c__JG30-KF-CM66	d__Bacteria;p__Rs-K70_termite_group;c__Rs-K70_termite_group	d__Bacteria;p__WPS-2;c__WPS-2	d__Bacteria;p__Elusimicrobiota;c__Lineage_IIc	d__Bacteria;p__Patescibacteria;c__WWE3	d__Bacteria;p__Planctomycetota;c__Pla3_lineage	d__Bacteria;p__Patescibacteria;c__Dojkabacteria	d__Bacteria;p__Planctomycetota;c__vadinHA49	d__Bacteria;p__Bacteroidota;c__Ignavibacteria	d__Bacteria;p__Acidobacteriota;c__Subgroup_20	d__Bacteria;p__Firmicutes;c__Negativicutes	d__Bacteria;p__RCP2-54;c__RCP2-54
SRR6764768	1426.0	2321.0	1271.0	1004.0	450.0	0.0	259.0	209.0	116.0	393.0	43.0	365.0	0.0	842.0	237.0	0.0	1072.0	37.0	710.0	0.0	0.0	37.0	98.0	0.0	14.0	117.0	287.0	89.0	309.0	205.0	54.0	41.0	0.0	37.0	61.0	41.0	32.0	0.0	0.0	0.0	0.0	68.0	0.0	100.0	0.0	0.0	0.0	38.0	0.0	8.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764769	1685.0	2430.0	2007.0	2055.0	749.0	0.0	280.0	614.0	361.0	455.0	87.0	273.0	191.0	1538.0	192.0	0.0	945.0	130.0	1258.0	121.0	14.0	30.0	277.0	0.0	58.0	203.0	526.0	46.0	777.0	319.0	19.0	27.0	40.0	108.0	65.0	62.0	0.0	0.0	185.0	0.0	18.0	0.0	0.0	151.0	0.0	0.0	0.0	72.0	24.0	31.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764771	1825.0	3424.0	2007.0	1645.0	1145.0	0.0	334.0	708.0	576.0	24.0	292.0	330.0	751.0	855.0	287.0	35.0	1505.0	253.0	2217.0	94.0	58.0	47.0	32.0	0.0	96.0	41.0	119.0	0.0	392.0	385.0	0.0	59.0	77.0	130.0	121.0	138.0	0.0	178.0	0.0	0.0	0.0	79.0	0.0	65.0	0.0	0.0	0.0	40.0	0.0	16.0	7.0	15.0	61.0	0.0	0.0	0.0	10.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764772	2102.0	2800.0	2668.0	2807.0	1561.0	0.0	499.0	773.0	378.0	527.0	158.0	380.0	539.0	1028.0	310.0	57.0	1454.0	237.0	2093.0	164.0	78.0	167.0	325.0	0.0	105.0	51.0	179.0	348.0	565.0	281.0	0.0	54.0	59.0	0.0	152.0	109.0	27.0	0.0	195.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	63.0	0.0	0.0	353.0	0.0	55.0	15.0	91.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764773	2098.0	2258.0	2777.0	3338.0	1795.0	0.0	412.0	890.0	469.0	379.0	210.0	401.0	415.0	893.0	452.0	45.0	1554.0	281.0	1878.0	200.0	73.0	24.0	190.0	0.0	100.0	138.0	203.0	229.0	466.0	355.0	0.0	42.0	26.0	78.0	147.0	50.0	18.0	0.0	193.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	66.0	17.0	0.0	260.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764774	0.0	1472.0	2491.0	3179.0	528.0	0.0	0.0	0.0	54.0	0.0	353.0	35.0	0.0	20.0	6.0	0.0	171.0	0.0	982.0	46.0	0.0	0.0	595.0	0.0	0.0	26.0	0.0	27.0	0.0	0.0	11.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764775	172.0	2290.0	2340.0	3816.0	981.0	0.0	45.0	64.0	0.0	0.0	348.0	79.0	0.0	633.0	118.0	0.0	765.0	16.0	844.0	0.0	94.0	17.0	129.0	0.0	0.0	84.0	0.0	0.0	57.0	0.0	76.0	156.0	0.0	0.0	0.0	0.0	0.0	19.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764776	71.0	2356.0	2549.0	4470.0	869.0	0.0	0.0	26.0	0.0	0.0	491.0	91.0	34.0	418.0	111.0	0.0	552.0	9.0	592.0	35.0	112.0	8.0	92.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	33.0	95.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764779	197.0	2654.0	2599.0	3686.0	637.0	0.0	153.0	19.0	0.0	0.0	526.0	91.0	0.0	236.0	134.0	0.0	551.0	0.0	795.0	0.0	65.0	13.0	298.0	0.0	0.0	0.0	62.0	0.0	104.0	0.0	73.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764780	248.0	1899.0	2984.0	3807.0	778.0	0.0	366.0	9.0	0.0	94.0	278.0	76.0	0.0	213.0	92.0	0.0	1084.0	42.0	255.0	0.0	95.0	14.0	109.0	0.0	29.0	0.0	64.0	0.0	76.0	0.0	78.0	93.0	0.0	0.0	30.0	16.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764781	219.0	1861.0	2335.0	2898.0	461.0	0.0	44.0	0.0	0.0	106.0	317.0	0.0	30.0	667.0	142.0	0.0	813.0	16.0	392.0	0.0	70.0	23.0	10.0	0.0	0.0	0.0	44.0	16.0	161.0	0.0	0.0	56.0	0.0	0.0	24.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764783	570.0	1526.0	1202.0	924.0	417.0	0.0	244.0	373.0	147.0	0.0	48.0	233.0	161.0	759.0	365.0	0.0	745.0	43.0	1396.0	0.0	0.0	77.0	264.0	0.0	72.0	138.0	17.0	24.0	150.0	246.0	0.0	0.0	64.0	0.0	75.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	73.0	0.0	16.0	0.0	0.0	22.0	0.0	19.0	0.0	21.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764784	602.0	915.0	1716.0	2931.0	798.0	0.0	504.0	169.0	40.0	253.0	97.0	0.0	56.0	470.0	259.0	0.0	1387.0	55.0	437.0	0.0	65.0	0.0	0.0	0.0	63.0	86.0	129.0	0.0	209.0	0.0	0.0	61.0	20.0	0.0	0.0	29.0	0.0	0.0	60.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764788	0.0	2061.0	3057.0	3979.0	205.0	0.0	45.0	26.0	6.0	0.0	391.0	40.0	0.0	18.0	0.0	0.0	67.0	0.0	1223.0	0.0	0.0	0.0	392.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764792	0.0	1761.0	2482.0	4320.0	399.0	0.0	79.0	0.0	33.0	0.0	314.0	57.0	0.0	0.0	0.0	0.0	235.0	0.0	781.0	35.0	0.0	0.0	741.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764794	495.0	2698.0	3284.0	7350.0	852.0	0.0	420.0	72.0	80.0	139.0	569.0	34.0	0.0	733.0	255.0	0.0	1123.0	68.0	1632.0	75.0	93.0	0.0	298.0	0.0	54.0	0.0	0.0	0.0	109.0	93.0	16.0	213.0	0.0	0.0	0.0	15.0	0.0	198.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764796	0.0	1815.0	2733.0	3423.0	459.0	0.0	0.0	0.0	0.0	0.0	417.0	71.0	0.0	0.0	0.0	0.0	194.0	33.0	834.0	0.0	0.0	0.0	502.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	199.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764797	1260.0	1248.0	1292.0	2145.0	1100.0	0.0	444.0	575.0	179.0	350.0	200.0	232.0	93.0	957.0	288.0	0.0	1287.0	119.0	1009.0	104.0	15.0	0.0	69.0	0.0	73.0	0.0	112.0	76.0	227.0	156.0	0.0	0.0	0.0	0.0	57.0	65.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	22.0	0.0	12.0	0.0	37.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764798	70.0	1717.0	2252.0	4453.0	470.0	0.0	169.0	0.0	0.0	0.0	705.0	132.0	0.0	688.0	54.0	0.0	677.0	23.0	537.0	0.0	132.0	29.0	162.0	0.0	0.0	0.0	27.0	0.0	86.0	0.0	32.0	31.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764799	186.0	1813.0	2611.0	4283.0	773.0	0.0	0.0	0.0	0.0	0.0	645.0	120.0	30.0	328.0	57.0	0.0	740.0	32.0	809.0	0.0	159.0	0.0	147.0	0.0	46.0	107.0	33.0	0.0	42.0	0.0	57.0	88.0	0.0	0.0	26.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764800	1650.0	3092.0	1960.0	2476.0	639.0	0.0	856.0	406.0	203.0	389.0	59.0	332.0	63.0	1954.0	206.0	0.0	1479.0	145.0	1140.0	61.0	115.0	13.0	124.0	0.0	18.0	138.0	157.0	0.0	605.0	255.0	0.0	45.0	0.0	118.0	46.0	52.0	23.0	32.0	118.0	0.0	0.0	95.0	0.0	70.0	0.0	0.0	0.0	18.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764801	1726.0	2024.0	2777.0	4344.0	1232.0	0.0	517.0	473.0	49.0	265.0	288.0	271.0	0.0	838.0	272.0	0.0	1335.0	66.0	656.0	70.0	179.0	24.0	400.0	0.0	80.0	108.0	270.0	119.0	547.0	187.0	77.0	84.0	0.0	105.0	36.0	127.0	0.0	11.0	123.0	0.0	0.0	94.0	0.0	0.0	0.0	0.0	19.0	26.0	0.0	52.0	35.0	0.0	57.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764802	1906.0	2266.0	1657.0	2278.0	1219.0	15.0	704.0	476.0	97.0	471.0	0.0	276.0	382.0	2016.0	335.0	17.0	1322.0	220.0	898.0	49.0	39.0	3.0	366.0	0.0	69.0	154.0	179.0	93.0	546.0	285.0	0.0	0.0	0.0	0.0	0.0	79.0	52.0	0.0	122.0	0.0	0.0	123.0	20.0	37.0	0.0	0.0	40.0	30.0	57.0	19.0	17.0	0.0	56.0	2.0	47.0	0.0	0.0	17.0	64.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764803	1563.0	1945.0	3129.0	3311.0	857.0	0.0	849.0	296.0	91.0	206.0	158.0	241.0	72.0	648.0	270.0	0.0	1619.0	83.0	411.0	70.0	153.0	0.0	255.0	0.0	74.0	70.0	269.0	0.0	452.0	106.0	30.0	75.0	25.0	0.0	0.0	104.0	0.0	12.0	86.0	0.0	49.0	75.0	0.0	0.0	0.0	0.0	3.0	46.0	13.0	36.0	20.0	0.0	44.0	0.0	0.0	0.0	0.0	11.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764804	1212.0	2562.0	2319.0	2737.0	682.0	0.0	284.0	737.0	439.0	344.0	383.0	267.0	136.0	949.0	189.0	0.0	1149.0	174.0	2249.0	0.0	21.0	72.0	752.0	0.0	0.0	0.0	0.0	58.0	255.0	287.0	0.0	11.0	0.0	0.0	75.0	66.0	0.0	102.0	110.0	0.0	27.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	49.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
SRR6764808	875.0	3155.0	2423.0	4010.0	845.0	0.0	1038.0	235.0	380.0	407.0	28.0	321.0	226.0	2633.0	212.0	79.0	1733.0	186.0	4544.0	54.0	54.0	92.0	227.0	0.0	101.0	144.0	125.0	43.0	561.0	163.0	23.0	2.0	19.0	37.0	81.0	195.0	38.0	43.0	70.0	0.0	0.0	0.0	0.0	94.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	12.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764809	381.0	2125.0	2470.0	3180.0	505.0	0.0	318.0	96.0	137.0	57.0	162.0	121.0	0.0	928.0	72.0	0.0	780.0	83.0	2673.0	0.0	0.0	0.0	476.0	0.0	0.0	62.0	34.0	91.0	109.0	0.0	16.0	20.0	0.0	0.0	20.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6764813	1861.0	2532.0	1776.0	2550.0	723.0	0.0	959.0	930.0	262.0	400.0	125.0	344.0	408.0	969.0	140.0	0.0	1185.0	91.0	1217.0	68.0	53.0	24.0	219.0	0.0	26.0	150.0	317.0	73.0	794.0	189.0	0.0	0.0	0.0	128.0	56.0	83.0	0.0	15.0	150.0	0.0	0.0	0.0	14.0	49.0	0.0	0.0	0.0	74.0	17.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
