#SampleID	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Myxococcota	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__MBNT15	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Firmicutes	d__Bacteria;p__Nitrospirota	d__Bacteria;p__Dependentiae	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Spirochaetota	d__Bacteria;p__FCPU426	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__Deinococcota	d__Bacteria;p__WS2	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__RCP2-54	d__Bacteria;p__WPS-2	d__Bacteria;p__NB1-j	d__Bacteria;p__Fusobacteriota	d__Bacteria;p__WS4	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Campylobacterota	d__Bacteria;p__Deferribacterota	d__Bacteria;p__Zixibacteria	d__Bacteria;p__GAL15	d__Bacteria;p__Sva0485	d__Bacteria;p__TX1A-33	d__Bacteria;p__Dadabacteria	d__Bacteria;p__WS1	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__PAUC34f	d__Bacteria;p__TA06
SRR20680730	46469.0	27277.0	6867.0	5732.0	7022.0	30773.0	10928.0	17936.0	530.0	30925.0	2793.0	497.0	266.0	15312.0	537.0	4541.0	1155.0	780.0	107.0	106.0	2.0	558.0	416.0	25.0	554.0	517.0	1413.0	0.0	8.0	5.0	887.0	134.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680731	49034.0	19550.0	6227.0	11029.0	6217.0	31375.0	11778.0	18590.0	981.0	26210.0	2114.0	811.0	341.0	11956.0	510.0	2155.0	987.0	245.0	104.0	244.0	7.0	524.0	1079.0	71.0	446.0	1183.0	3587.0	12.0	15.0	7.0	744.0	110.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680733	20187.0	13287.0	2715.0	3001.0	2375.0	13787.0	4184.0	8070.0	29.0	19545.0	1105.0	79.0	20.0	4644.0	77.0	1569.0	562.0	5.0	8.0	0.0	0.0	102.0	147.0	23.0	147.0	194.0	945.0	0.0	0.0	0.0	374.0	98.0	37.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680734	45226.0	16836.0	6449.0	7115.0	6657.0	27166.0	10855.0	13557.0	1438.0	17323.0	1566.0	705.0	180.0	4962.0	471.0	1931.0	1907.0	307.0	310.0	131.0	0.0	216.0	415.0	93.0	566.0	526.0	6068.0	14.0	0.0	10.0	395.0	110.0	26.0	54.0	0.0	33.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680735	18134.0	8550.0	1806.0	1397.0	2499.0	12444.0	3641.0	7651.0	62.0	18683.0	1235.0	167.0	217.0	8149.0	101.0	1521.0	523.0	74.0	109.0	21.0	3.0	104.0	115.0	6.0	215.0	171.0	824.0	3.0	6.0	2.0	333.0	107.0	7.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680736	43304.0	19812.0	4376.0	5290.0	2886.0	11991.0	5452.0	5782.0	75.0	9290.0	601.0	853.0	45.0	1622.0	251.0	396.0	1254.0	565.0	4.0	48.0	4.0	88.0	122.0	64.0	158.0	148.0	94.0	0.0	0.0	10.0	11.0	89.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680737	79074.0	29087.0	8563.0	13495.0	8486.0	20557.0	13644.0	9790.0	510.0	14445.0	925.0	2360.0	78.0	2193.0	665.0	655.0	1770.0	684.0	10.0	91.0	15.0	337.0	393.0	190.0	198.0	387.0	263.0	10.0	8.0	32.0	17.0	103.0	15.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680738	58289.0	28796.0	9596.0	11640.0	10899.0	23943.0	10936.0	13174.0	832.0	19896.0	1028.0	1560.0	51.0	9424.0	521.0	1052.0	1928.0	872.0	63.0	177.0	34.0	781.0	731.0	130.0	284.0	764.0	541.0	13.0	22.0	111.0	56.0	59.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680739	54633.0	24949.0	8818.0	13037.0	10323.0	24474.0	10232.0	12105.0	704.0	18657.0	1008.0	1332.0	100.0	12398.0	421.0	1166.0	1721.0	678.0	77.0	187.0	10.0	545.0	850.0	143.0	422.0	903.0	594.0	0.0	29.0	93.0	13.0	73.0	7.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680740	72453.0	36806.0	11669.0	14119.0	13940.0	31503.0	13473.0	16864.0	925.0	23569.0	1121.0	2126.0	108.0	4860.0	678.0	1660.0	2481.0	1097.0	68.0	260.0	43.0	720.0	818.0	132.0	464.0	695.0	646.0	14.0	53.0	135.0	24.0	180.0	14.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680741	42253.0	22171.0	6223.0	8164.0	6889.0	19070.0	7441.0	8196.0	567.0	18397.0	780.0	1146.0	61.0	3267.0	347.0	716.0	1278.0	622.0	14.0	140.0	14.0	811.0	739.0	61.0	280.0	459.0	396.0	3.0	8.0	76.0	27.0	90.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680742	52380.0	26375.0	8594.0	11548.0	12149.0	25986.0	11258.0	14071.0	1030.0	18628.0	971.0	1475.0	82.0	4257.0	503.0	1155.0	2020.0	1163.0	38.0	188.0	14.0	540.0	770.0	110.0	473.0	885.0	591.0	0.0	19.0	157.0	23.0	115.0	4.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680743	75801.0	19051.0	4053.0	10404.0	3360.0	11497.0	12063.0	7754.0	203.0	9338.0	539.0	917.0	15.0	1158.0	282.0	293.0	958.0	436.0	28.0	46.0	16.0	162.0	192.0	164.0	97.0	248.0	127.0	0.0	0.0	29.0	35.0	100.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680744	31024.0	14013.0	2916.0	4034.0	3167.0	21880.0	5963.0	10226.0	51.0	22735.0	1224.0	325.0	260.0	7111.0	197.0	1897.0	614.0	490.0	147.0	5.0	0.0	154.0	338.0	10.0	141.0	583.0	1018.0	0.0	0.0	0.0	457.0	102.0	0.0	152.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680745	70457.0	30404.0	8577.0	9738.0	7519.0	18593.0	13131.0	9230.0	616.0	9779.0	818.0	1051.0	50.0	1445.0	418.0	492.0	1733.0	733.0	20.0	120.0	9.0	226.0	332.0	99.0	227.0	302.0	166.0	13.0	0.0	22.0	47.0	110.0	9.0	22.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680746	59592.0	27472.0	7576.0	8142.0	5830.0	15498.0	12394.0	9385.0	446.0	8930.0	643.0	1031.0	48.0	1761.0	450.0	452.0	1355.0	642.0	37.0	55.0	7.0	156.0	222.0	78.0	307.0	491.0	186.0	9.0	14.0	18.0	8.0	117.0	13.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680747	97020.0	29567.0	6775.0	17655.0	8651.0	20442.0	11254.0	10226.0	665.0	15089.0	1021.0	2184.0	64.0	2580.0	429.0	544.0	8043.0	879.0	17.0	150.0	0.0	443.0	348.0	134.0	302.0	2906.0	825.0	11.0	11.0	95.0	30.0	95.0	21.0	24.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680748	57083.0	33065.0	10025.0	8601.0	7338.0	44101.0	14356.0	26469.0	471.0	39342.0	4035.0	817.0	340.0	30275.0	496.0	3667.0	1393.0	789.0	137.0	100.0	2.0	332.0	526.0	123.0	651.0	727.0	2170.0	13.0	34.0	2.0	1073.0	208.0	19.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680749	80046.0	27031.0	7122.0	18455.0	5854.0	15646.0	16227.0	10485.0	567.0	9912.0	620.0	1995.0	34.0	2895.0	396.0	432.0	1480.0	440.0	20.0	116.0	0.0	286.0	228.0	99.0	168.0	377.0	173.0	6.0	5.0	35.0	24.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680750	61193.0	27914.0	9520.0	13677.0	11485.0	26886.0	12467.0	15069.0	701.0	19347.0	925.0	1931.0	24.0	4325.0	420.0	920.0	2348.0	966.0	39.0	245.0	15.0	799.0	664.0	85.0	400.0	979.0	497.0	48.0	12.0	107.0	76.0	99.0	5.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680751	51090.0	23177.0	7353.0	11516.0	9901.0	23604.0	11755.0	12170.0	706.0	19604.0	980.0	1604.0	64.0	5591.0	550.0	947.0	1647.0	882.0	27.0	188.0	20.0	631.0	668.0	86.0	313.0	847.0	449.0	9.0	5.0	64.0	23.0	90.0	6.0	59.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680752	35063.0	15881.0	4648.0	7481.0	6554.0	16144.0	6675.0	8038.0	333.0	17425.0	561.0	1023.0	65.0	2239.0	340.0	629.0	1323.0	645.0	16.0	132.0	0.0	428.0	590.0	50.0	259.0	617.0	287.0	59.0	4.0	58.0	15.0	86.0	8.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR20680753	39008.0	22634.0	4995.0	8470.0	4408.0	25445.0	12100.0	12858.0	495.0	30556.0	1886.0	459.0	253.0	15110.0	374.0	1910.0	824.0	563.0	114.0	30.0	0.0	386.0	546.0	79.0	96.0	568.0	1137.0	29.0	0.0	5.0	396.0	138.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
