#SampleID	d__Bacteria;p__Patescibacteria	d__Bacteria;p__Firmicutes	d__Bacteria;p__Verrucomicrobiota	d__Bacteria;p__Bacteroidota	d__Bacteria;p__Desulfobacterota	d__Bacteria;p__WS4	d__Bacteria;p__Actinobacteriota	d__Bacteria;p__Proteobacteria	d__Bacteria;p__Planctomycetota	d__Bacteria;p__Methylomirabilota	d__Bacteria;p__Chloroflexi	d__Bacteria;p__Myxococcota	d__Bacteria;p__Armatimonadota	d__Bacteria;p__Acidobacteriota	d__Bacteria;p__MBNT15	d__Bacteria;p__Zixibacteria	d__Bacteria;p__Cyanobacteria	d__Bacteria;p__Gemmatimonadota	d__Bacteria;p__Elusimicrobiota	d__Bacteria;p__Bdellovibrionota	d__Bacteria;p__Spirochaetota	d__Bacteria;p__Sumerlaeota	d__Bacteria;p__Deferrisomatota	d__Bacteria;p__Hydrogenedentes	d__Bacteria;p__Fibrobacterota	d__Bacteria;p__Abditibacteriota	d__Bacteria;p__Sva0485	d__Bacteria;p__Latescibacterota	d__Bacteria;p__Nitrospirota	d__Bacteria;p__Entotheonellaeota	d__Bacteria;p__Deinococcota	d__Bacteria;p__WS1	d__Bacteria;p__Margulisbacteria	d__Bacteria;p__Dependentiae	d__Bacteria;p__FCPU426	d__Bacteria;p__SAR324_clade(Marine_group_B)	d__Bacteria;p__Modulibacteria	d__Bacteria;p__Campylobacterota	d__Bacteria;p__WOR-1	d__Bacteria;p__WPS-2	d__Bacteria;p__Cloacimonadota	d__Bacteria;p__LCP-89	d__Bacteria;p__TX1A-33	d__Bacteria;p__WS2	d__Bacteria;p__DTB120	d__Bacteria;p__FW113	d__Bacteria;p__NB1-j	d__Bacteria;p__GAL15	d__Bacteria;p__CK-2C2-2	d__Bacteria;p__Nitrospinota	d__Bacteria;p__RCP2-54
SRR5532685	98.0	1311.0	1073.0	1744.0	881.0	0.0	753.0	9134.0	880.0	78.0	3998.0	2231.0	234.0	4890.0	0.0	41.0	278.0	1860.0	51.0	55.0	63.0	22.0	38.0	40.0	120.0	0.0	0.0	116.0	269.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	19.0	0.0	9.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532686	42.0	195.0	1119.0	2700.0	332.0	2.0	1086.0	9749.0	919.0	101.0	2890.0	1777.0	201.0	4881.0	0.0	8.0	1837.0	2690.0	80.0	104.0	7.0	7.0	0.0	42.0	234.0	0.0	0.0	81.0	102.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532687	25.0	881.0	554.0	526.0	306.0	5.0	1177.0	5184.0	211.0	4.0	3826.0	14794.0	57.0	2131.0	0.0	0.0	45.0	75.0	3.0	0.0	60.0	17.0	0.0	4.0	28.0	0.0	0.0	52.0	6.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	25.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532688	47.0	219.0	655.0	220.0	242.0	0.0	1478.0	2132.0	143.0	2.0	1819.0	9203.0	77.0	1287.0	0.0	0.0	58.0	34.0	0.0	6.0	5.0	4.0	0.0	0.0	34.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532689	47.0	73.0	205.0	186.0	90.0	0.0	813.0	1774.0	85.0	5.0	1751.0	12840.0	36.0	1176.0	1.0	0.0	6.0	34.0	4.0	18.0	23.0	11.0	8.0	0.0	7.0	0.0	0.0	19.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532690	22.0	545.0	131.0	378.0	249.0	0.0	1590.0	8126.0	57.0	0.0	1766.0	16244.0	33.0	1152.0	0.0	0.0	35.0	9.0	8.0	20.0	103.0	5.0	5.0	0.0	10.0	0.0	0.0	9.0	102.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532691	222.0	4701.0	1367.0	2904.0	1068.0	24.0	1402.0	9348.0	1153.0	126.0	4968.0	4742.0	568.0	5788.0	0.0	18.0	127.0	2924.0	74.0	2.0	194.0	53.0	13.0	64.0	100.0	0.0	0.0	59.0	85.0	0.0	22.0	10.0	0.0	0.0	0.0	0.0	7.0	210.0	0.0	0.0	21.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532692	79.0	1817.0	677.0	2273.0	943.0	36.0	1535.0	8527.0	686.0	2.0	2394.0	3393.0	245.0	3669.0	0.0	4.0	158.0	2409.0	96.0	40.0	176.0	50.0	37.0	30.0	25.0	0.0	0.0	60.0	56.0	0.0	17.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532693	137.0	690.0	1255.0	420.0	457.0	1.0	1499.0	3837.0	1064.0	123.0	9371.0	3261.0	630.0	9937.0	4.0	0.0	90.0	958.0	64.0	8.0	97.0	83.0	23.0	12.0	21.0	0.0	0.0	250.0	238.0	0.0	0.0	4.0	0.0	6.0	9.0	1.0	0.0	0.0	0.0	61.0	9.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532694	169.0	390.0	719.0	2082.0	321.0	23.0	2679.0	8444.0	932.0	30.0	2615.0	1403.0	211.0	3515.0	0.0	12.0	121.0	4674.0	35.0	41.0	0.0	2.0	14.0	11.0	440.0	0.0	0.0	47.0	92.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532695	67.0	225.0	744.0	661.0	255.0	35.0	3396.0	7500.0	2307.0	155.0	5704.0	2399.0	528.0	12060.0	0.0	1.0	605.0	5777.0	103.0	148.0	21.0	19.0	26.0	37.0	0.0	0.0	0.0	92.0	229.0	0.0	0.0	0.0	0.0	29.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532696	249.0	1323.0	2191.0	1249.0	1613.0	54.0	2143.0	12526.0	1581.0	113.0	7339.0	7541.0	641.0	12714.0	0.0	0.0	178.0	1695.0	153.0	215.0	211.0	98.0	50.0	26.0	77.0	0.0	0.0	431.0	699.0	0.0	0.0	0.0	0.0	20.0	24.0	0.0	47.0	0.0	0.0	42.0	131.0	0.0	15.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532697	490.0	4064.0	1226.0	1551.0	1111.0	101.0	1851.0	3794.0	1628.0	203.0	13000.0	5808.0	1524.0	14575.0	0.0	7.0	261.0	1032.0	199.0	62.0	487.0	329.0	39.0	60.0	119.0	0.0	0.0	537.0	84.0	0.0	25.0	21.0	4.0	0.0	21.0	0.0	102.0	0.0	0.0	7.0	86.0	3.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532698	2.0	566.0	171.0	669.0	170.0	0.0	207.0	22789.0	119.0	11.0	538.0	766.0	20.0	178.0	0.0	0.0	53.0	8.0	0.0	20.0	10.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	339.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532699	10.0	1333.0	50.0	460.0	109.0	0.0	241.0	28248.0	23.0	0.0	768.0	2072.0	4.0	287.0	0.0	0.0	0.0	15.0	0.0	0.0	17.0	0.0	0.0	7.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18355.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532700	6.0	120.0	231.0	971.0	45.0	0.0	306.0	7639.0	19.0	0.0	2523.0	1910.0	2.0	324.0	0.0	0.0	3.0	0.0	16.0	3.0	0.0	0.0	0.0	0.0	1380.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	2.0	0.0	0.0	0.0	0.0
SRR5532701	29.0	650.0	774.0	1790.0	254.0	0.0	707.0	15748.0	166.0	1.0	3489.0	12908.0	25.0	660.0	0.0	1.0	13.0	87.0	11.0	165.0	44.0	0.0	0.0	0.0	307.0	0.0	0.0	0.0	91.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532702	28.0	1071.0	170.0	746.0	81.0	0.0	785.0	12903.0	145.0	29.0	1155.0	3346.0	33.0	639.0	0.0	0.0	18.0	125.0	17.0	4.0	20.0	5.0	0.0	0.0	123.0	0.0	0.0	7.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532703	13.0	1619.0	213.0	1736.0	247.0	0.0	233.0	11153.0	34.0	38.0	2244.0	3331.0	43.0	503.0	0.0	0.0	9.0	41.0	13.0	0.0	70.0	6.0	0.0	6.0	152.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	12.0	1422.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532704	2.0	381.0	197.0	804.0	28.0	0.0	550.0	6431.0	14.0	0.0	1994.0	17587.0	1.0	319.0	0.0	2.0	23.0	0.0	16.0	26.0	43.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532705	24.0	1556.0	167.0	585.0	132.0	0.0	358.0	4554.0	119.0	9.0	1925.0	23644.0	34.0	615.0	0.0	0.0	10.0	125.0	9.0	2.0	17.0	0.0	0.0	6.0	105.0	0.0	0.0	2.0	9.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532706	57.0	1405.0	1161.0	2528.0	381.0	7.0	9370.0	13107.0	1360.0	33.0	6512.0	2971.0	255.0	3405.0	0.0	0.0	55.0	4637.0	11.0	93.0	24.0	9.0	4.0	43.0	763.0	0.0	0.0	17.0	72.0	0.0	9.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532707	24.0	915.0	769.0	1434.0	325.0	0.0	6319.0	9191.0	1575.0	28.0	4885.0	2041.0	293.0	3926.0	2.0	1.0	64.0	6277.0	20.0	45.0	35.0	12.0	7.0	39.0	202.0	0.0	0.0	9.0	50.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	12.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5532708	263.0	1025.0	1351.0	621.0	1482.0	3.0	867.0	7106.0	505.0	39.0	4708.0	3436.0	486.0	6580.0	11.0	0.0	107.0	799.0	68.0	99.0	61.0	31.0	16.0	9.0	50.0	0.0	0.0	275.0	206.0	0.0	0.0	0.0	8.0	9.0	0.0	0.0	13.0	7.0	0.0	4.0	81.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
